,path,emotion
519,data/my-custom\female1_4b_2_happy.wav,happy
520,data/my-custom\female1_5a_1_happy.wav,happy
521,data/my-custom\female1_5a_2_happy.wav,happy
522,data/my-custom\female1_5b_1_happy.wav,happy
523,data/my-custom\female1_5b_2_happy.wav,happy
524,data/my-custom\female1_6a_1_happy.wav,happy
525,data/my-custom\female1_6a_2_happy.wav,happy
526,data/my-custom\female1_6b_1_happy.wav,happy
527,data/my-custom\female1_6b_2_happy.wav,happy
528,data/my-custom\female1_7a_1_happy.wav,happy
529,data/my-custom\female1_7a_2_happy.wav,happy
530,data/my-custom\female1_7b_1_happy.wav,happy
531,data/my-custom\female1_7b_2_happy.wav,happy
532,data/my-custom\female1_8a_1_happy.wav,happy
533,data/my-custom\female1_8a_2_happy.wav,happy
534,data/my-custom\female1_8b_1_happy.wav,happy
535,data/my-custom\female1_8b_2_happy.wav,happy
536,data/my-custom\female1_9a_1_happy.wav,happy
537,data/my-custom\female1_9a_2_happy.wav,happy
538,data/my-custom\female1_9b_1_happy.wav,happy
539,data/my-custom\female1_9b_2_happy.wav,happy
540,data/my-custom\female2_10a_1_happy.wav,happy
541,data/my-custom\female2_10a_2_happy.wav,happy
542,data/my-custom\female2_10b_1_happy.wav,happy
543,data/my-custom\female2_10b_2_happy.wav,happy
544,data/my-custom\female2_11a_1_happy.wav,happy
545,data/my-custom\female2_11a_2_happy.wav,happy
546,data/my-custom\female2_11b_1_happy.wav,happy
547,data/my-custom\female2_11b_2_happy.wav,happy
548,data/my-custom\female2_12a_1_happy.wav,happy
549,data/my-custom\female2_12a_2_happy.wav,happy
550,data/my-custom\female2_12b_1_happy.wav,happy
551,data/my-custom\female2_12b_2_happy.wav,happy
552,data/my-custom\female2_13a_1_happy.wav,happy
553,data/my-custom\female2_13a_2_happy.wav,happy
554,data/my-custom\female2_13b_1_happy.wav,happy
555,data/my-custom\female2_13b_2_happy.wav,happy
556,data/my-custom\female2_14a_1_happy.wav,happy
557,data/my-custom\female2_14a_2_happy.wav,happy
558,data/my-custom\female2_14b_1_happy.wav,happy
559,data/my-custom\female2_14b_2_happy.wav,happy
560,data/my-custom\female2_15a_1_happy.wav,happy
561,data/my-custom\female2_15a_2_happy.wav,happy
562,data/my-custom\female2_15b_1_happy.wav,happy
563,data/my-custom\female2_15b_2_happy.wav,happy
564,data/my-custom\female2_1a_1_happy.wav,happy
565,data/my-custom\female2_1a_2_happy.wav,happy
566,data/my-custom\female2_1b_1_happy.wav,happy
567,data/my-custom\female2_1b_2_happy.wav,happy
568,data/my-custom\female2_2a_1_happy.wav,happy
569,data/my-custom\female2_2a_2_happy.wav,happy
570,data/my-custom\female2_2b_1_happy.wav,happy
571,data/my-custom\female2_2b_2_happy.wav,happy
572,data/my-custom\female2_3a_1_happy.wav,happy
573,data/my-custom\female2_3a_2_happy.wav,happy
574,data/my-custom\female2_3b_1_happy.wav,happy
575,data/my-custom\female2_3b_2_happy.wav,happy
576,data/my-custom\female2_4a_1_happy.wav,happy
577,data/my-custom\female2_4a_2_happy.wav,happy
578,data/my-custom\female2_4b_1_happy.wav,happy
579,data/my-custom\female2_4b_2_happy.wav,happy
580,data/my-custom\female2_5a_1_happy.wav,happy
581,data/my-custom\female2_5a_2_happy.wav,happy
582,data/my-custom\female2_5b_1_happy.wav,happy
583,data/my-custom\female2_5b_2_happy.wav,happy
584,data/my-custom\female2_6a_1_happy.wav,happy
585,data/my-custom\female2_6a_2_happy.wav,happy
586,data/my-custom\female2_6b_1_happy.wav,happy
587,data/my-custom\female2_6b_2_happy.wav,happy
588,data/my-custom\female2_7a_1_happy.wav,happy
589,data/my-custom\female2_7a_2_happy.wav,happy
590,data/my-custom\female2_7b_1_happy.wav,happy
591,data/my-custom\female2_7b_2_happy.wav,happy
592,data/my-custom\female2_8a_1_happy.wav,happy
593,data/my-custom\female2_8a_2_happy.wav,happy
594,data/my-custom\female2_8b_1_happy.wav,happy
595,data/my-custom\female2_8b_2_happy.wav,happy
596,data/my-custom\female2_9a_1_happy.wav,happy
597,data/my-custom\female2_9a_2_happy.wav,happy
598,data/my-custom\female2_9b_1_happy.wav,happy
599,data/my-custom\female2_9b_2_happy.wav,happy
600,data/my-custom\male1_10a_1_happy.wav,happy
601,data/my-custom\male1_10a_2_happy.wav,happy
602,data/my-custom\male1_10b_1_happy.wav,happy
603,data/my-custom\male1_10b_2_happy.wav,happy
604,data/my-custom\male1_11a_1_happy.wav,happy
605,data/my-custom\male1_11a_2_happy.wav,happy
606,data/my-custom\male1_11b_1_happy.wav,happy
607,data/my-custom\male1_11b_2_happy.wav,happy
608,data/my-custom\male1_12a_1_happy.wav,happy
609,data/my-custom\male1_12a_2_happy.wav,happy
610,data/my-custom\male1_12b_1_happy.wav,happy
611,data/my-custom\male1_12b_2_happy.wav,happy
612,data/my-custom\male1_13a_1_happy.wav,happy
613,data/my-custom\male1_13a_2_happy.wav,happy
614,data/my-custom\male1_13b_1_happy.wav,happy
615,data/my-custom\male1_13b_2_happy.wav,happy
616,data/my-custom\male1_14a_1_happy.wav,happy
617,data/my-custom\male1_14a_2_happy.wav,happy
618,data/my-custom\male1_14b_1_happy.wav,happy
619,data/my-custom\male1_14b_2_happy.wav,happy
620,data/my-custom\male1_15a_1_happy.wav,happy
621,data/my-custom\male1_15a_2_happy.wav,happy
622,data/my-custom\male1_15b_1_happy.wav,happy
623,data/my-custom\male1_15b_2_happy.wav,happy
624,data/my-custom\male1_1a_1_happy.wav,happy
625,data/my-custom\male1_1a_2_happy.wav,happy
626,data/my-custom\male1_1b_1_happy.wav,happy
627,data/my-custom\male1_1b_2_happy.wav,happy
628,data/my-custom\male1_2a_1_happy.wav,happy
629,data/my-custom\male1_2a_2_happy.wav,happy
630,data/my-custom\male1_2b_1_happy.wav,happy
631,data/my-custom\male1_2b_2_happy.wav,happy
632,data/my-custom\male1_3a_1_happy.wav,happy
633,data/my-custom\male1_3a_2_happy.wav,happy
634,data/my-custom\male1_3b_1_happy.wav,happy
635,data/my-custom\male1_3b_2_happy.wav,happy
636,data/my-custom\male1_4a_1_happy.wav,happy
637,data/my-custom\male1_4a_2_happy.wav,happy
638,data/my-custom\male1_4b_1_happy.wav,happy
639,data/my-custom\male1_4b_2_happy.wav,happy
640,data/my-custom\male1_5a_1_happy.wav,happy
641,data/my-custom\male1_5a_2_happy.wav,happy
642,data/my-custom\male1_5b_1_happy.wav,happy
643,data/my-custom\male1_5b_2_happy.wav,happy
644,data/my-custom\male1_6a_1_happy.wav,happy
645,data/my-custom\male1_6a_2_happy.wav,happy
646,data/my-custom\male1_6b_1_happy.wav,happy
647,data/my-custom\male1_6b_2_happy.wav,happy
648,data/my-custom\male1_7a_1_happy.wav,happy
649,data/my-custom\male1_7a_2_happy.wav,happy
650,data/my-custom\male1_7b_1_happy.wav,happy
651,data/my-custom\male1_7b_2_happy.wav,happy
652,data/my-custom\male1_8a_1_happy.wav,happy
653,data/my-custom\male1_8a_2_happy.wav,happy
654,data/my-custom\male1_8b_1_happy.wav,happy
655,data/my-custom\male1_8b_2_happy.wav,happy
656,data/my-custom\male1_9a_1_happy.wav,happy
657,data/my-custom\male1_9a_2_happy.wav,happy
658,data/my-custom\male1_9b_1_happy.wav,happy
659,data/my-custom\male1_9b_2_happy.wav,happy
660,data/my-custom\male2_10a_1_happy.wav,happy
661,data/my-custom\male2_10a_2_happy.wav,happy
662,data/my-custom\male2_10b_1_happy.wav,happy
663,data/my-custom\male2_10b_2_happy.wav,happy
664,data/my-custom\male2_11a_1_happy.wav,happy
665,data/my-custom\male2_11a_2_happy.wav,happy
666,data/my-custom\male2_11b_1_happy.wav,happy
667,data/my-custom\male2_11b_2_happy.wav,happy
668,data/my-custom\male2_12a_1_happy.wav,happy
669,data/my-custom\male2_12a_2_happy.wav,happy
670,data/my-custom\male2_12b_1_happy.wav,happy
671,data/my-custom\male2_12b_2_happy.wav,happy
672,data/my-custom\male2_13a_1_happy.wav,happy
673,data/my-custom\male2_13a_2_happy.wav,happy
674,data/my-custom\male2_13b_1_happy.wav,happy
675,data/my-custom\male2_13b_2_happy.wav,happy
676,data/my-custom\male2_14a_1_happy.wav,happy
677,data/my-custom\male2_14a_2_happy.wav,happy
678,data/my-custom\male2_14b_1_happy.wav,happy
679,data/my-custom\male2_14b_2_happy.wav,happy
680,data/my-custom\male2_15a_1_happy.wav,happy
681,data/my-custom\male2_15a_2_happy.wav,happy
682,data/my-custom\male2_15b_1_happy.wav,happy
683,data/my-custom\male2_15b_2_happy.wav,happy
684,data/my-custom\male2_1a_1_happy.wav,happy
685,data/my-custom\male2_1a_2_happy.wav,happy
686,data/my-custom\male2_1b_1_happy.wav,happy
687,data/my-custom\male2_1b_2_happy.wav,happy
688,data/my-custom\male2_2a_1_happy.wav,happy
689,data/my-custom\male2_2a_2_happy.wav,happy
690,data/my-custom\male2_2b_1_happy.wav,happy
691,data/my-custom\male2_2b_2_happy.wav,happy
692,data/my-custom\male2_3a_1_happy.wav,happy
693,data/my-custom\male2_3a_2_happy.wav,happy
694,data/my-custom\male2_3b_1_happy.wav,happy
695,data/my-custom\male2_3b_2_happy.wav,happy
696,data/my-custom\male2_4a_1_happy.wav,happy
697,data/my-custom\male2_4a_2_happy.wav,happy
698,data/my-custom\male2_4b_1_happy.wav,happy
699,data/my-custom\male2_4b_2_happy.wav,happy
700,data/my-custom\male2_5a_1_happy.wav,happy
701,data/my-custom\male2_5a_2_happy.wav,happy
702,data/my-custom\male2_5b_1_happy.wav,happy
703,data/my-custom\male2_5b_2_happy.wav,happy
704,data/my-custom\male2_6a_1_happy.wav,happy
705,data/my-custom\male2_6a_2_happy.wav,happy
706,data/my-custom\male2_6b_1_happy.wav,happy
707,data/my-custom\male2_6b_2_happy.wav,happy
708,data/my-custom\male2_7a_1_happy.wav,happy
709,data/my-custom\male2_7a_2_happy.wav,happy
710,data/my-custom\male2_7b_1_happy.wav,happy
711,data/my-custom\male2_7b_2_happy.wav,happy
712,data/my-custom\male2_8a_1_happy.wav,happy
713,data/my-custom\male2_8a_2_happy.wav,happy
714,data/my-custom\male2_8b_1_happy.wav,happy
715,data/my-custom\male2_8b_2_happy.wav,happy
716,data/my-custom\male2_9a_1_happy.wav,happy
717,data/my-custom\male2_9a_2_happy.wav,happy
718,data/my-custom\male2_9b_1_happy.wav,happy
719,data/my-custom\male2_9b_2_happy.wav,happy
