,path,emotion
1607,data/training\Actor_22\03-02-03-02-02-01-22_happy.wav,POSITIVE
1608,data/training\Actor_22\03-02-03-02-02-02-22_happy.wav,POSITIVE
1609,data/training\Actor_22\22_01_01_01_dogs-sitting_happy.wav,POSITIVE
1610,data/training\Actor_22\22_01_01_01_kids-talking_happy.wav,POSITIVE
1611,data/training\Actor_22\22_01_01_01_kids-talking_noise_happy.wav,POSITIVE
1612,data/training\Actor_22\22_01_01_02_dogs-sitting_happy.wav,POSITIVE
1613,data/training\Actor_22\22_01_01_02_kids-talking_happy.wav,POSITIVE
1614,data/training\Actor_22\22_01_02_01_dogs-sitting_happy.wav,POSITIVE
1615,data/training\Actor_22\22_01_02_01_kids-talking_happy.wav,POSITIVE
1616,data/training\Actor_22\22_01_02_02_dogs-sitting_happy.wav,POSITIVE
1617,data/training\Actor_22\22_01_02_02_kids-talking_happy.wav,POSITIVE
1618,data/training\Actor_23\03-02-03-01-01-01-23_happy.wav,POSITIVE
1619,data/training\Actor_23\03-02-03-01-01-02-23_happy.wav,POSITIVE
1620,data/training\Actor_23\03-02-03-01-02-01-23_happy.wav,POSITIVE
1621,data/training\Actor_23\03-02-03-01-02-01-23_noise_happy.wav,POSITIVE
1622,data/training\Actor_23\03-02-03-01-02-02-23_happy.wav,POSITIVE
1623,data/training\Actor_23\03-02-03-02-01-01-23_happy.wav,POSITIVE
1624,data/training\Actor_23\03-02-03-02-01-02-23_happy.wav,POSITIVE
1625,data/training\Actor_23\03-02-03-02-02-01-23_happy.wav,POSITIVE
1626,data/training\Actor_23\03-02-03-02-02-02-23_happy.wav,POSITIVE
1627,data/training\Actor_23\23_01_01_01_dogs-sitting_happy.wav,POSITIVE
1628,data/training\Actor_23\23_01_01_01_kids-talking_happy.wav,POSITIVE
1629,data/training\Actor_23\23_01_01_02_dogs-sitting_happy.wav,POSITIVE
1630,data/training\Actor_23\23_01_01_02_kids-talking_happy.wav,POSITIVE
1631,data/training\Actor_23\23_01_02_01_dogs-sitting_happy.wav,POSITIVE
1632,data/training\Actor_23\23_01_02_01_kids-talking_happy.wav,POSITIVE
1633,data/training\Actor_23\23_01_02_02_dogs-sitting_happy.wav,POSITIVE
1634,data/training\Actor_23\23_01_02_02_kids-talking_happy.wav,POSITIVE
1635,data/training\Actor_24\03-02-03-01-01-01-24_happy.wav,POSITIVE
1636,data/training\Actor_24\03-02-03-01-01-01-24_noise_happy.wav,POSITIVE
1637,data/training\Actor_24\03-02-03-01-01-02-24_happy.wav,POSITIVE
1638,data/training\Actor_24\03-02-03-01-02-01-24_happy.wav,POSITIVE
1639,data/training\Actor_24\03-02-03-01-02-02-24_happy.wav,POSITIVE
1640,data/training\Actor_24\03-02-03-02-01-01-24_happy.wav,POSITIVE
1641,data/training\Actor_24\03-02-03-02-01-02-24_happy.wav,POSITIVE
1642,data/training\Actor_24\03-02-03-02-01-02-24_noise_happy.wav,POSITIVE
1643,data/training\Actor_24\03-02-03-02-02-01-24_happy.wav,POSITIVE
1644,data/training\Actor_24\03-02-03-02-02-02-24_happy.wav,POSITIVE
1645,data/training\Actor_24\24_01_01_01_dogs-sitting_happy.wav,POSITIVE
1646,data/training\Actor_24\24_01_01_01_dogs-sitting_noise_happy.wav,POSITIVE
1647,data/training\Actor_24\24_01_01_01_kids-talking_happy.wav,POSITIVE
1648,data/training\Actor_24\24_01_01_02_dogs-sitting_happy.wav,POSITIVE
1649,data/training\Actor_24\24_01_01_02_kids-talking_happy.wav,POSITIVE
1650,data/training\Actor_24\24_01_02_01_dogs-sitting_happy.wav,POSITIVE
1651,data/training\Actor_24\24_01_02_01_kids-talking_happy.wav,POSITIVE
1652,data/training\Actor_24\24_01_02_02_dogs-sitting_happy.wav,POSITIVE
1653,data/training\Actor_24\24_01_02_02_kids-talking_happy.wav,POSITIVE
1654,data/training\Actor_24\24_02_01_01_dogs-sitting_happy.wav,POSITIVE
1655,data/training\Actor_24\24_02_01_01_kids-talking_happy.wav,POSITIVE
1656,data/training\Actor_24\24_02_01_02_dogs-sitting_happy.wav,POSITIVE
1657,data/training\Actor_24\24_02_01_02_kids-talking_happy.wav,POSITIVE
1658,data/training\Actor_24\24_02_02_01_dogs-sitting_happy.wav,POSITIVE
1659,data/training\Actor_24\24_02_02_01_kids-talking_happy.wav,POSITIVE
1660,data/training\Actor_24\24_02_02_02_dogs-sitting_happy.wav,POSITIVE
1661,data/training\Actor_24\24_02_02_02_kids-talking_happy.wav,POSITIVE
1662,data/training\Actor_25\25_01_01_01_fat_happy.wav,POSITIVE
1663,data/training\Actor_25\25_01_01_01_fit_happy.wav,POSITIVE
1664,data/training\Actor_25\25_01_01_01_five_happy.wav,POSITIVE
1665,data/training\Actor_25\25_01_01_01_food_happy.wav,POSITIVE
1666,data/training\Actor_25\25_01_01_01_gap_happy.wav,POSITIVE
1667,data/training\Actor_25\25_01_01_01_gas_happy.wav,POSITIVE
1668,data/training\Actor_25\25_01_01_01_gaze_happy.wav,POSITIVE
1669,data/training\Actor_25\25_01_01_01_gaze_noise_happy.wav,POSITIVE
1670,data/training\Actor_25\25_01_01_01_germ_happy.wav,POSITIVE
1671,data/training\Actor_25\25_01_01_01_germ_noise_happy.wav,POSITIVE
1672,data/training\Actor_25\25_01_01_01_get_happy.wav,POSITIVE
1673,data/training\Actor_25\25_01_01_01_gin_happy.wav,POSITIVE
1674,data/training\Actor_25\25_01_01_01_goal_happy.wav,POSITIVE
1675,data/training\Actor_25\25_01_01_01_good_happy.wav,POSITIVE
1676,data/training\Actor_25\25_01_01_01_good_noise_happy.wav,POSITIVE
1677,data/training\Actor_25\25_01_01_01_goose_happy.wav,POSITIVE
1678,data/training\Actor_25\25_01_01_01_gun_happy.wav,POSITIVE
1679,data/training\Actor_25\25_01_01_01_gun_noise_happy.wav,POSITIVE
1680,data/training\Actor_25\25_01_01_01_half_happy.wav,POSITIVE
1681,data/training\Actor_25\25_01_01_01_hall_happy.wav,POSITIVE
1682,data/training\Actor_25\25_01_01_01_hall_noise_happy.wav,POSITIVE
1683,data/training\Actor_25\25_01_01_01_hash_happy.wav,POSITIVE
1684,data/training\Actor_25\25_01_01_01_hash_noise_happy.wav,POSITIVE
1685,data/training\Actor_25\25_01_01_01_hate_happy.wav,POSITIVE
1686,data/training\Actor_25\25_01_01_01_have_happy.wav,POSITIVE
1687,data/training\Actor_25\25_01_01_01_have_noise_happy.wav,POSITIVE
1688,data/training\Actor_25\25_01_01_01_haze_happy.wav,POSITIVE
1689,data/training\Actor_25\25_01_01_01_haze_noise_happy.wav,POSITIVE
1690,data/training\Actor_25\25_01_01_01_hire_happy.wav,POSITIVE
1691,data/training\Actor_25\25_01_01_01_hit_happy.wav,POSITIVE
1692,data/training\Actor_25\25_01_01_01_hole_happy.wav,POSITIVE
1693,data/training\Actor_25\25_01_01_01_hole_noise_happy.wav,POSITIVE
1694,data/training\Actor_25\25_01_01_01_home_happy.wav,POSITIVE
1695,data/training\Actor_25\25_01_01_01_hurl_happy.wav,POSITIVE
1696,data/training\Actor_25\25_01_01_01_hush_happy.wav,POSITIVE
1697,data/training\Actor_25\25_01_01_01_jail_happy.wav,POSITIVE
1698,data/training\Actor_25\25_01_01_01_jail_noise_happy.wav,POSITIVE
1699,data/training\Actor_25\25_01_01_01_jar_happy.wav,POSITIVE
1700,data/training\Actor_25\25_01_01_01_join_happy.wav,POSITIVE
1701,data/training\Actor_25\25_01_01_01_join_noise_happy.wav,POSITIVE
1702,data/training\Actor_25\25_01_01_01_judge_happy.wav,POSITIVE
1703,data/training\Actor_25\25_01_01_01_jug_happy.wav,POSITIVE
1704,data/training\Actor_25\25_01_01_01_juice_happy.wav,POSITIVE
1705,data/training\Actor_25\25_01_01_01_keen_happy.wav,POSITIVE
1706,data/training\Actor_25\25_01_01_01_keep_happy.wav,POSITIVE
1707,data/training\Actor_25\25_01_01_01_keep_noise_happy.wav,POSITIVE
1708,data/training\Actor_25\25_01_01_01_keg_happy.wav,POSITIVE
1709,data/training\Actor_25\25_01_01_01_kick_happy.wav,POSITIVE
1710,data/training\Actor_25\25_01_01_01_kill_happy.wav,POSITIVE
1711,data/training\Actor_25\25_01_01_01_king_happy.wav,POSITIVE
1712,data/training\Actor_25\25_01_01_01_kite_happy.wav,POSITIVE
1713,data/training\Actor_25\25_01_01_01_knock_happy.wav,POSITIVE
1714,data/training\Actor_25\25_01_01_01_late_happy.wav,POSITIVE
1715,data/training\Actor_25\25_01_01_01_laud_happy.wav,POSITIVE
1716,data/training\Actor_25\25_01_01_01_lean_happy.wav,POSITIVE
1717,data/training\Actor_25\25_01_01_01_learn_happy.wav,POSITIVE
1718,data/training\Actor_25\25_01_01_01_lease_happy.wav,POSITIVE
1719,data/training\Actor_25\25_01_01_01_lease_noise_happy.wav,POSITIVE
1720,data/training\Actor_25\25_01_01_01_lid_happy.wav,POSITIVE
1721,data/training\Actor_25\25_01_01_01_life_happy.wav,POSITIVE
1722,data/training\Actor_25\25_01_01_01_limb_happy.wav,POSITIVE
1723,data/training\Actor_25\25_01_01_01_live_happy.wav,POSITIVE
1724,data/training\Actor_25\25_01_01_01_loaf_happy.wav,POSITIVE
1725,data/training\Actor_25\25_01_01_01_long_happy.wav,POSITIVE
1726,data/training\Actor_25\25_01_01_01_lore_happy.wav,POSITIVE
1727,data/training\Actor_25\25_01_01_01_lose_happy.wav,POSITIVE
1728,data/training\Actor_25\25_01_01_01_lot_happy.wav,POSITIVE
1729,data/training\Actor_25\25_01_01_01_love_happy.wav,POSITIVE
1730,data/training\Actor_25\25_01_01_01_love_noise_happy.wav,POSITIVE
1731,data/training\Actor_25\25_01_01_01_luck_happy.wav,POSITIVE
1732,data/training\Actor_25\25_01_01_01_make_happy.wav,POSITIVE
1733,data/training\Actor_25\25_01_01_01_match_happy.wav,POSITIVE
1734,data/training\Actor_25\25_01_01_01_merge_happy.wav,POSITIVE
1735,data/training\Actor_25\25_01_01_01_merge_noise_happy.wav,POSITIVE
1736,data/training\Actor_25\25_01_01_01_mess_happy.wav,POSITIVE
1737,data/training\Actor_25\25_01_01_01_met_happy.wav,POSITIVE
1738,data/training\Actor_25\25_01_01_01_mill_happy.wav,POSITIVE
1739,data/training\Actor_25\25_01_01_01_mob_happy.wav,POSITIVE
1740,data/training\Actor_25\25_01_01_01_mode_happy.wav,POSITIVE
1741,data/training\Actor_25\25_01_01_01_mood_happy.wav,POSITIVE
1742,data/training\Actor_25\25_01_01_01_moon_happy.wav,POSITIVE
1743,data/training\Actor_25\25_01_01_01_mop_happy.wav,POSITIVE
1744,data/training\Actor_25\25_01_01_01_mouse_happy.wav,POSITIVE
1745,data/training\Actor_25\25_01_01_01_nag_happy.wav,POSITIVE
1746,data/training\Actor_25\25_01_01_01_name_happy.wav,POSITIVE
1747,data/training\Actor_25\25_01_01_01_near_happy.wav,POSITIVE
1748,data/training\Actor_25\25_01_01_01_neat_happy.wav,POSITIVE
1749,data/training\Actor_25\25_01_01_01_nice_happy.wav,POSITIVE
1750,data/training\Actor_25\25_01_01_01_note_happy.wav,POSITIVE
1751,data/training\Actor_25\25_01_01_01_numb_happy.wav,POSITIVE
1752,data/training\Actor_25\25_01_01_01_pad_happy.wav,POSITIVE
1753,data/training\Actor_25\25_01_01_01_pad_noise_happy.wav,POSITIVE
1754,data/training\Actor_25\25_01_01_01_page_happy.wav,POSITIVE
1755,data/training\Actor_25\25_01_01_01_pain_happy.wav,POSITIVE
1756,data/training\Actor_25\25_01_01_01_pain_noise_happy.wav,POSITIVE
1757,data/training\Actor_25\25_01_01_01_pass_happy.wav,POSITIVE
1758,data/training\Actor_25\25_01_01_01_pearl_happy.wav,POSITIVE
1759,data/training\Actor_25\25_01_01_01_peg_happy.wav,POSITIVE
1760,data/training\Actor_25\25_01_01_01_perch_happy.wav,POSITIVE
1761,data/training\Actor_25\25_01_01_01_phone_happy.wav,POSITIVE
1762,data/training\Actor_25\25_01_01_01_pick_happy.wav,POSITIVE
1763,data/training\Actor_25\25_01_01_01_pike_happy.wav,POSITIVE
1764,data/training\Actor_25\25_01_01_01_pole_happy.wav,POSITIVE
1765,data/training\Actor_25\25_01_01_01_pool_happy.wav,POSITIVE
1766,data/training\Actor_25\25_01_01_01_puff_happy.wav,POSITIVE
1767,data/training\Actor_25\25_01_01_01_rag_happy.wav,POSITIVE
1768,data/training\Actor_25\25_01_01_01_raid_happy.wav,POSITIVE
1769,data/training\Actor_25\25_01_01_01_rain_happy.wav,POSITIVE
1770,data/training\Actor_25\25_01_01_01_raise_happy.wav,POSITIVE
1771,data/training\Actor_25\25_01_01_01_raise_noise_happy.wav,POSITIVE
1772,data/training\Actor_25\25_01_01_01_rat_happy.wav,POSITIVE
1773,data/training\Actor_25\25_01_01_01_reach_happy.wav,POSITIVE
1774,data/training\Actor_25\25_01_01_01_read_happy.wav,POSITIVE
1775,data/training\Actor_25\25_01_01_01_red_happy.wav,POSITIVE
1776,data/training\Actor_25\25_01_01_01_red_noise_happy.wav,POSITIVE
1777,data/training\Actor_25\25_01_01_01_ring_happy.wav,POSITIVE
1778,data/training\Actor_25\25_01_01_01_ripe_happy.wav,POSITIVE
1779,data/training\Actor_25\25_01_01_01_road_happy.wav,POSITIVE
1780,data/training\Actor_25\25_01_01_01_room_happy.wav,POSITIVE
1781,data/training\Actor_25\25_01_01_01_rose_happy.wav,POSITIVE
1782,data/training\Actor_25\25_01_01_01_rot_happy.wav,POSITIVE
1783,data/training\Actor_25\25_01_01_01_rough_happy.wav,POSITIVE
1784,data/training\Actor_25\25_01_01_01_rough_noise_happy.wav,POSITIVE
1785,data/training\Actor_25\25_01_01_01_rush_happy.wav,POSITIVE
1786,data/training\Actor_25\25_01_01_01_said_happy.wav,POSITIVE
1787,data/training\Actor_25\25_01_01_01_sail_happy.wav,POSITIVE
1788,data/training\Actor_25\25_01_01_01_search_happy.wav,POSITIVE
1789,data/training\Actor_25\25_01_01_01_search_noise_happy.wav,POSITIVE
1790,data/training\Actor_25\25_01_01_01_seize_happy.wav,POSITIVE
1791,data/training\Actor_25\25_01_01_01_sell_happy.wav,POSITIVE
1792,data/training\Actor_25\25_01_01_01_shack_happy.wav,POSITIVE
1793,data/training\Actor_25\25_01_01_01_shall_happy.wav,POSITIVE
1794,data/training\Actor_25\25_01_01_01_shawl_happy.wav,POSITIVE
1795,data/training\Actor_25\25_01_01_01_sheep_happy.wav,POSITIVE
1796,data/training\Actor_25\25_01_01_01_shirt_happy.wav,POSITIVE
1797,data/training\Actor_25\25_01_01_01_should_happy.wav,POSITIVE
1798,data/training\Actor_25\25_01_01_01_shout_happy.wav,POSITIVE
1799,data/training\Actor_25\25_01_01_01_size_happy.wav,POSITIVE
1800,data/training\Actor_25\25_01_01_01_size_noise_happy.wav,POSITIVE
1801,data/training\Actor_25\25_01_01_01_soap_happy.wav,POSITIVE
1802,data/training\Actor_25\25_01_01_01_soup_happy.wav,POSITIVE
1803,data/training\Actor_25\25_01_01_01_sour_happy.wav,POSITIVE
1804,data/training\Actor_25\25_01_01_01_south_happy.wav,POSITIVE
1805,data/training\Actor_25\25_01_01_01_sub_happy.wav,POSITIVE
1806,data/training\Actor_25\25_01_01_01_such_happy.wav,POSITIVE
1807,data/training\Actor_25\25_01_01_01_sure_happy.wav,POSITIVE
1808,data/training\Actor_25\25_01_01_01_take_happy.wav,POSITIVE
1809,data/training\Actor_25\25_01_01_01_talk_happy.wav,POSITIVE
1810,data/training\Actor_25\25_01_01_01_tape_happy.wav,POSITIVE
1811,data/training\Actor_25\25_01_01_01_team_happy.wav,POSITIVE
1812,data/training\Actor_25\25_01_01_01_tell_happy.wav,POSITIVE
1813,data/training\Actor_25\25_01_01_01_tell_noise_happy.wav,POSITIVE
1814,data/training\Actor_25\25_01_01_01_thin_happy.wav,POSITIVE
1815,data/training\Actor_25\25_01_01_01_thin_noise_happy.wav,POSITIVE
1816,data/training\Actor_25\25_01_01_01_third_happy.wav,POSITIVE
1817,data/training\Actor_25\25_01_01_01_thought_happy.wav,POSITIVE
1818,data/training\Actor_25\25_01_01_01_thumb_happy.wav,POSITIVE
1819,data/training\Actor_25\25_01_01_01_time_happy.wav,POSITIVE
1820,data/training\Actor_25\25_01_01_01_tip_happy.wav,POSITIVE
1821,data/training\Actor_25\25_01_01_01_tire_happy.wav,POSITIVE
1822,data/training\Actor_25\25_01_01_01_ton_happy.wav,POSITIVE
1823,data/training\Actor_25\25_01_01_01_tool_happy.wav,POSITIVE
1824,data/training\Actor_25\25_01_01_01_tough_happy.wav,POSITIVE
1825,data/training\Actor_25\25_01_01_01_turn_happy.wav,POSITIVE
1826,data/training\Actor_25\25_01_01_01_vine_happy.wav,POSITIVE
1827,data/training\Actor_25\25_01_01_01_voice_happy.wav,POSITIVE
1828,data/training\Actor_25\25_01_01_01_void_happy.wav,POSITIVE
1829,data/training\Actor_25\25_01_01_01_vote_happy.wav,POSITIVE
1830,data/training\Actor_25\25_01_01_01_wag_happy.wav,POSITIVE
1831,data/training\Actor_25\25_01_01_01_wag_noise_happy.wav,POSITIVE
1832,data/training\Actor_25\25_01_01_01_walk_happy.wav,POSITIVE
1833,data/training\Actor_25\25_01_01_01_wash_happy.wav,POSITIVE
1834,data/training\Actor_25\25_01_01_01_week_happy.wav,POSITIVE
1835,data/training\Actor_25\25_01_01_01_wheat_happy.wav,POSITIVE
1836,data/training\Actor_25\25_01_01_01_when_happy.wav,POSITIVE
1837,data/training\Actor_25\25_01_01_01_which_happy.wav,POSITIVE
1838,data/training\Actor_25\25_01_01_01_whip_happy.wav,POSITIVE
1839,data/training\Actor_25\25_01_01_01_white_happy.wav,POSITIVE
1840,data/training\Actor_25\25_01_01_01_wife_happy.wav,POSITIVE
1841,data/training\Actor_26\26_01_01_01_back_happy.wav,POSITIVE
1842,data/training\Actor_26\26_01_01_01_bar_happy.wav,POSITIVE
1843,data/training\Actor_26\26_01_01_01_bar_noise_happy.wav,POSITIVE
1844,data/training\Actor_26\26_01_01_01_base_happy.wav,POSITIVE
1845,data/training\Actor_26\26_01_01_01_bath_happy.wav,POSITIVE
1846,data/training\Actor_26\26_01_01_01_bean_happy.wav,POSITIVE
1847,data/training\Actor_26\26_01_01_01_beg_happy.wav,POSITIVE
1848,data/training\Actor_26\26_01_01_01_beg_noise_happy.wav,POSITIVE
1849,data/training\Actor_26\26_01_01_01_bite_happy.wav,POSITIVE
1850,data/training\Actor_26\26_01_01_01_boat_happy.wav,POSITIVE
1851,data/training\Actor_26\26_01_01_01_bone_happy.wav,POSITIVE
1852,data/training\Actor_26\26_01_01_01_book_happy.wav,POSITIVE
1853,data/training\Actor_26\26_01_01_01_bought_happy.wav,POSITIVE
1854,data/training\Actor_26\26_01_01_01_burn_happy.wav,POSITIVE
1855,data/training\Actor_26\26_01_01_01_cab_happy.wav,POSITIVE
1856,data/training\Actor_26\26_01_01_01_calm_happy.wav,POSITIVE
1857,data/training\Actor_26\26_01_01_01_came_happy.wav,POSITIVE
1858,data/training\Actor_26\26_01_01_01_cause_happy.wav,POSITIVE
1859,data/training\Actor_26\26_01_01_01_chain_happy.wav,POSITIVE
1860,data/training\Actor_26\26_01_01_01_chain_noise_happy.wav,POSITIVE
1861,data/training\Actor_26\26_01_01_01_chair_happy.wav,POSITIVE
1862,data/training\Actor_26\26_01_01_01_chalk_happy.wav,POSITIVE
1863,data/training\Actor_26\26_01_01_01_chat_happy.wav,POSITIVE
1864,data/training\Actor_26\26_01_01_01_check_happy.wav,POSITIVE
1865,data/training\Actor_26\26_01_01_01_cheek_happy.wav,POSITIVE
1866,data/training\Actor_26\26_01_01_01_chief_happy.wav,POSITIVE
1867,data/training\Actor_26\26_01_01_01_choice_happy.wav,POSITIVE
1868,data/training\Actor_26\26_01_01_01_cool_happy.wav,POSITIVE
1869,data/training\Actor_26\26_01_01_01_dab_happy.wav,POSITIVE
1870,data/training\Actor_26\26_01_01_01_date_happy.wav,POSITIVE
1871,data/training\Actor_26\26_01_01_01_dead_happy.wav,POSITIVE
1872,data/training\Actor_26\26_01_01_01_death_happy.wav,POSITIVE
1873,data/training\Actor_26\26_01_01_01_deep_happy.wav,POSITIVE
1874,data/training\Actor_26\26_01_01_01_door_happy.wav,POSITIVE
1875,data/training\Actor_26\26_01_01_01_door_noise_happy.wav,POSITIVE
1876,data/training\Actor_26\26_01_01_01_fail_happy.wav,POSITIVE
1877,data/training\Actor_26\26_01_01_01_fall_happy.wav,POSITIVE
1878,data/training\Actor_26\26_01_01_01_far_happy.wav,POSITIVE
1879,data/training\Actor_26\26_01_01_01_fat_happy.wav,POSITIVE
1880,data/training\Actor_26\26_01_01_01_fit_happy.wav,POSITIVE
1881,data/training\Actor_26\26_01_01_01_five_happy.wav,POSITIVE
1882,data/training\Actor_26\26_01_01_01_five_noise_happy.wav,POSITIVE
1883,data/training\Actor_26\26_01_01_01_food_happy.wav,POSITIVE
1884,data/training\Actor_26\26_01_01_01_gap_happy.wav,POSITIVE
1885,data/training\Actor_26\26_01_01_01_gas_happy.wav,POSITIVE
1886,data/training\Actor_26\26_01_01_01_gas_noise_happy.wav,POSITIVE
1887,data/training\Actor_26\26_01_01_01_gaze_happy.wav,POSITIVE
1888,data/training\Actor_26\26_01_01_01_germ_happy.wav,POSITIVE
1889,data/training\Actor_26\26_01_01_01_get_happy.wav,POSITIVE
1890,data/training\Actor_26\26_01_01_01_gin_happy.wav,POSITIVE
1891,data/training\Actor_26\26_01_01_01_goal_happy.wav,POSITIVE
1892,data/training\Actor_26\26_01_01_01_good_happy.wav,POSITIVE
1893,data/training\Actor_26\26_01_01_01_goose_happy.wav,POSITIVE
1894,data/training\Actor_26\26_01_01_01_goose_noise_happy.wav,POSITIVE
1895,data/training\Actor_26\26_01_01_01_gun_happy.wav,POSITIVE
1896,data/training\Actor_26\26_01_01_01_gun_noise_happy.wav,POSITIVE
1897,data/training\Actor_26\26_01_01_01_half_happy.wav,POSITIVE
1898,data/training\Actor_26\26_01_01_01_hall_happy.wav,POSITIVE
1899,data/training\Actor_26\26_01_01_01_hash_happy.wav,POSITIVE
1900,data/training\Actor_26\26_01_01_01_hash_noise_happy.wav,POSITIVE
1901,data/training\Actor_26\26_01_01_01_hate_happy.wav,POSITIVE
1902,data/training\Actor_26\26_01_01_01_have_happy.wav,POSITIVE
1903,data/training\Actor_26\26_01_01_01_have_noise_happy.wav,POSITIVE
1904,data/training\Actor_26\26_01_01_01_haze_happy.wav,POSITIVE
1905,data/training\Actor_26\26_01_01_01_hire_happy.wav,POSITIVE
1906,data/training\Actor_26\26_01_01_01_hit_happy.wav,POSITIVE
1907,data/training\Actor_26\26_01_01_01_hit_noise_happy.wav,POSITIVE
1908,data/training\Actor_26\26_01_01_01_hole_happy.wav,POSITIVE
1909,data/training\Actor_26\26_01_01_01_home_happy.wav,POSITIVE
1910,data/training\Actor_26\26_01_01_01_home_noise_happy.wav,POSITIVE
1911,data/training\Actor_26\26_01_01_01_hurl_happy.wav,POSITIVE
1912,data/training\Actor_26\26_01_01_01_hush_happy.wav,POSITIVE
1913,data/training\Actor_26\26_01_01_01_jail_happy.wav,POSITIVE
1914,data/training\Actor_26\26_01_01_01_jar_happy.wav,POSITIVE
1915,data/training\Actor_26\26_01_01_01_join_happy.wav,POSITIVE
1916,data/training\Actor_26\26_01_01_01_judge_happy.wav,POSITIVE
1917,data/training\Actor_26\26_01_01_01_judge_noise_happy.wav,POSITIVE
1918,data/training\Actor_26\26_01_01_01_jug_happy.wav,POSITIVE
1919,data/training\Actor_26\26_01_01_01_juice_happy.wav,POSITIVE
1920,data/training\Actor_26\26_01_01_01_keen_happy.wav,POSITIVE
1921,data/training\Actor_26\26_01_01_01_keep_happy.wav,POSITIVE
1922,data/training\Actor_26\26_01_01_01_keep_noise_happy.wav,POSITIVE
1923,data/training\Actor_26\26_01_01_01_keg_happy.wav,POSITIVE
1924,data/training\Actor_26\26_01_01_01_kick_happy.wav,POSITIVE
1925,data/training\Actor_26\26_01_01_01_kill_happy.wav,POSITIVE
1926,data/training\Actor_26\26_01_01_01_king_happy.wav,POSITIVE
1927,data/training\Actor_26\26_01_01_01_kite_happy.wav,POSITIVE
1928,data/training\Actor_26\26_01_01_01_knock_happy.wav,POSITIVE
1929,data/training\Actor_26\26_01_01_01_late_happy.wav,POSITIVE
1930,data/training\Actor_26\26_01_01_01_laud_happy.wav,POSITIVE
1931,data/training\Actor_26\26_01_01_01_lean_happy.wav,POSITIVE
1932,data/training\Actor_26\26_01_01_01_learn_happy.wav,POSITIVE
1933,data/training\Actor_26\26_01_01_01_learn_noise_happy.wav,POSITIVE
1934,data/training\Actor_26\26_01_01_01_lease_happy.wav,POSITIVE
1935,data/training\Actor_26\26_01_01_01_lease_noise_happy.wav,POSITIVE
1936,data/training\Actor_26\26_01_01_01_lid_happy.wav,POSITIVE
1937,data/training\Actor_26\26_01_01_01_life_happy.wav,POSITIVE
1938,data/training\Actor_26\26_01_01_01_limb_happy.wav,POSITIVE
1939,data/training\Actor_26\26_01_01_01_live_happy.wav,POSITIVE
1940,data/training\Actor_26\26_01_01_01_loaf_happy.wav,POSITIVE
1941,data/training\Actor_26\26_01_01_01_loaf_noise_happy.wav,POSITIVE
1942,data/training\Actor_26\26_01_01_01_long_happy.wav,POSITIVE
1943,data/training\Actor_26\26_01_01_01_lore_happy.wav,POSITIVE
1944,data/training\Actor_26\26_01_01_01_lore_noise_happy.wav,POSITIVE
1945,data/training\Actor_26\26_01_01_01_lose_happy.wav,POSITIVE
1946,data/training\Actor_26\26_01_01_01_lot_happy.wav,POSITIVE
1947,data/training\Actor_26\26_01_01_01_love_happy.wav,POSITIVE
1948,data/training\Actor_26\26_01_01_01_love_noise_happy.wav,POSITIVE
1949,data/training\Actor_26\26_01_01_01_luck_happy.wav,POSITIVE
1950,data/training\Actor_26\26_01_01_01_make_happy.wav,POSITIVE
1951,data/training\Actor_26\26_01_01_01_match_happy.wav,POSITIVE
1952,data/training\Actor_26\26_01_01_01_match_noise_happy.wav,POSITIVE
1953,data/training\Actor_26\26_01_01_01_merge_happy.wav,POSITIVE
1954,data/training\Actor_26\26_01_01_01_mess_happy.wav,POSITIVE
1955,data/training\Actor_26\26_01_01_01_met_happy.wav,POSITIVE
1956,data/training\Actor_26\26_01_01_01_met_noise_happy.wav,POSITIVE
1957,data/training\Actor_26\26_01_01_01_mill_happy.wav,POSITIVE
1958,data/training\Actor_26\26_01_01_01_mill_noise_happy.wav,POSITIVE
1959,data/training\Actor_26\26_01_01_01_mob_happy.wav,POSITIVE
1960,data/training\Actor_26\26_01_01_01_mode_happy.wav,POSITIVE
1961,data/training\Actor_26\26_01_01_01_mode_noise_happy.wav,POSITIVE
1962,data/training\Actor_26\26_01_01_01_mood_happy.wav,POSITIVE
1963,data/training\Actor_26\26_01_01_01_moon_happy.wav,POSITIVE
1964,data/training\Actor_26\26_01_01_01_mop_happy.wav,POSITIVE
1965,data/training\Actor_26\26_01_01_01_mouse_happy.wav,POSITIVE
1966,data/training\Actor_26\26_01_01_01_nag_happy.wav,POSITIVE
1967,data/training\Actor_26\26_01_01_01_name_happy.wav,POSITIVE
1968,data/training\Actor_26\26_01_01_01_near_happy.wav,POSITIVE
1969,data/training\Actor_26\26_01_01_01_neat_happy.wav,POSITIVE
1970,data/training\Actor_26\26_01_01_01_nice_happy.wav,POSITIVE
1971,data/training\Actor_26\26_01_01_01_note_happy.wav,POSITIVE
1972,data/training\Actor_26\26_01_01_01_note_noise_happy.wav,POSITIVE
1973,data/training\Actor_26\26_01_01_01_numb_happy.wav,POSITIVE
1974,data/training\Actor_26\26_01_01_01_pad_happy.wav,POSITIVE
1975,data/training\Actor_26\26_01_01_01_page_happy.wav,POSITIVE
1976,data/training\Actor_26\26_01_01_01_pain_happy.wav,POSITIVE
